scientific_name,synonyms,common_name,family,genus,growth_habit,duration,native_status,height_mature_ft,leaf_retention,flower_color,bloom_period,drought_tolerance,shade_tolerance,lifespan,usda_symbol,catalog_source
Paulownia tomentosa,Paulownia imperialis,princesstree,Scrophulariaceae,Paulownia,Tree,Perennial,L48(I),70,No,Purple,Mid Spring,Medium,Intolerant,Moderate,PATO2,USDA PLANTS (public domain)
Pavonia corymbosa,,tight-flower swampmallow,Malvaceae,Pavonia,"Forb/herb, Shrub",Perennial,PR(I),,,,,,,,PACO25,USDA PLANTS (public domain)
Pavonia fruticosa,Typhalea fruticosa,anamu,Malvaceae,Pavonia,"Subshrub, Shrub",Perennial,PR(N),,,,,,,,PAFR2,USDA PLANTS (public domain)
Pavonia hastata,,spearleaf swampmallow,Malvaceae,Pavonia,Subshrub,Perennial,L48(I),,,,,,,,PAHA5,USDA PLANTS (public domain)
Pavonia wrightii,Pavonia lasiopetala,Texas swampmallow,Malvaceae,Pavonia,"Subshrub, Shrub",Perennial,L48(N),,,,,,,,PALA13,USDA PLANTS (public domain)
Pavonia scabra,Pavonia spicata; Pavonia racemosa; Pavonia paludicola; Malache scabra,swampbush,Malvaceae,Pavonia,"Shrub, Subshrub",Perennial,L48(N)PR(N)VI(N),,,,,,,,PAPA28,USDA PLANTS (public domain)
Pavonia paniculata,Lebretonia paniculata,cadillo anaranjado,Malvaceae,Pavonia,"Subshrub, Shrub",Perennial,PR(N),,,,,,,,PAPA17,USDA PLANTS (public domain)
Pavonia spinifex,,gingerbush,Malvaceae,Pavonia,"Shrub, Subshrub",Perennial,L48(N)PR(N)VI(N),,,,,,,,PASP6,USDA PLANTS (public domain)
Paxistima canbyi,,Canby's mountain-lover,Celastraceae,Paxistima,"Subshrub, Shrub",Perennial,L48(N),,,,,,,,PACA,USDA PLANTS (public domain)
Paxistima myrsinites,Pachystima myrsinites,Oregon boxleaf,Celastraceae,Paxistima,Shrub,Perennial,L48(N)CAN(N),,,,,,,,PAMY,USDA PLANTS (public domain)
Pectis elongata,,tropical chinchweed,Asteraceae,Pectis,"Subshrub, Shrub, Forb/herb","Annual, Perennial",PR(N),,,,,,,,PEEL6,USDA PLANTS (public domain)
Pectis floribunda,Pectis elongata var. floribunda,tropical chinchweed,Asteraceae,Pectis,"Subshrub, Forb/herb, Shrub","Perennial, AN",PR(N),,,,,,,,PEELF,USDA PLANTS (public domain)
Pectis longipes,,longstalk chinchweed,Asteraceae,Pectis,"Forb/herb, Subshrub",Perennial,L48(N),,,,,,,,PELO,USDA PLANTS (public domain)
Pedicularis angustifolia,Pedicularis angustissima,Mogollon Mountain lousewort,Scrophulariaceae,Pedicularis,"Subshrub, Forb/herb",Perennial,L48(N),,,,,,,,PEAN9,USDA PLANTS (public domain)
Pedicularis canadensis,,Canadian lousewort,Scrophulariaceae,Pedicularis,"Subshrub, Forb/herb",Perennial,L48(N)CAN(N),1.3,No,Yellow,Late Spring,Low,Tolerant,Moderate,PECA,USDA PLANTS (public domain)
Pedicularis gladiata,Pedicularis canadensis var. dobbsii; Pedicularis canadensis ssp. canadensis,Canadian lousewort,Scrophulariaceae,Pedicularis,"Subshrub, Forb/herb",Perennial,L48(N)CAN(N),,,,,,,,PECAC3,USDA PLANTS (public domain)
Pedicularis fluviatilis,Pedicularis canadensis ssp. fluviatilis,Canadian lousewort,Scrophulariaceae,Pedicularis,"Subshrub, Forb/herb",Perennial,L48(N),,,,,,,,PECAF,USDA PLANTS (public domain)
Pedicularis racemosa,,sickletop lousewort,Scrophulariaceae,Pedicularis,"Forb/herb, Subshrub",Perennial,L48(N)CAN(N),,,,,,,,PERA,USDA PLANTS (public domain)
Pedicularis racemosa ssp. alba,Pedicularis racemosa var. alba,sickletop lousewort,Scrophulariaceae,Pedicularis,"Subshrub, Forb/herb",Perennial,L48(N)CAN(N),,,,,,,,PERAA,USDA PLANTS (public domain)
Pedicularis racemosa ssp. racemosa,,sickletop lousewort,Scrophulariaceae,Pedicularis,"Subshrub, Forb/herb",Perennial,L48(N)CAN(N),,,,,,,,PERAR,USDA PLANTS (public domain)
Pedilanthus tithymaloides,,redbird flower,Euphorbiaceae,Pedilanthus,Shrub,Perennial,L48(N)PR(N)VI(N),,,,,,,,PETI,USDA PLANTS (public domain)
Pedilanthus angustifolius,Pedilanthus tithymaloides ssp. angustifolius; Pedilanthus tithymaloides var. angustifolius,redbird flower,Euphorbiaceae,Pedilanthus,Shrub,Perennial,PR(N)VI(N),,,,,,,,PETIA,USDA PLANTS (public domain)
Pedilanthus padifolius,Pedilanthus tithymaloides ssp. padifolius,redbird flower,Euphorbiaceae,Pedilanthus,Shrub,Perennial,PR(N)VI(N),,,,,,,,PETIP,USDA PLANTS (public domain)
Pedilanthus latifolius,Pedilanthus tithymaloides ssp. parasiticus,redbird flower,Euphorbiaceae,Pedilanthus,Shrub,Perennial,PR(N)VI(N),,,,,,,,PETIP2,USDA PLANTS (public domain)
Pedilanthus smallii,Pedilanthus tithymaloides ssp. smallii; Tithymalus smallii,Small's redbird flower,Euphorbiaceae,Pedilanthus,Shrub,Perennial,L48(N),,,,,,,,PETIS,USDA PLANTS (public domain)
Pedilanthus tithymaloides ssp. tithymaloides,,redbird flower,Euphorbiaceae,Pedilanthus,Shrub,Perennial,PR(N)VI(N),,,,,,,,PETIT2,USDA PLANTS (public domain)
Pediocactus bradyi,,Brady's pincushion cactus,Cactaceae,Pediocactus,Shrub,Perennial,L48(N),,,,,,,,PEBR2,USDA PLANTS (public domain)
Pediocactus despainii,,Despain's pincushion cactus,Cactaceae,Pediocactus,Shrub,Perennial,L48(N),,,,,,,,PEDE17,USDA PLANTS (public domain)
Pediocactus knowltonii,,Knowlton's miniature cactus,Cactaceae,Pediocactus,Shrub,Perennial,L48(N),,,,,,,,PEKN2,USDA PLANTS (public domain)
Pediocactus nigrispinus,Pediocactus nigrispinus var. beastonii; Pediocactus nigrispinus ssp. beastonii; Pediocactus simpsonii var. nigrispinus; Pediocactus nigrispinus ssp. puebloensis,snowball cactus,Cactaceae,Pediocactus,Shrub,Perennial,L48(N),,,,,,,,PENI5,USDA PLANTS (public domain)
Pediocactus paradinei,,Kaibab pincushion cactus,Cactaceae,Pediocactus,Shrub,Perennial,L48(N),,,,,,,,PEPA5,USDA PLANTS (public domain)
Pediocactus peeblesianus,Pediocactus peeblesianus var. maianus; Pediocactus peeblesianus var. fickeiseniae; Pediocactus peeblesianus var. peeblesianus,Navajo pincushion cactus,Cactaceae,Pediocactus,Shrub,Perennial,L48(N),,,,,,,,PEPE8,USDA PLANTS (public domain)
Pediocactus sileri,,Siler pincushion cactus,Cactaceae,Pediocactus,Subshrub,Perennial,L48(N),,,,,,,,PESI4,USDA PLANTS (public domain)
Pediocactus simpsonii,,mountain ball cactus,Cactaceae,Pediocactus,Shrub,Perennial,L48(N),,,,,,,,PESI,USDA PLANTS (public domain)
Pediocactus simpsonii var. minor,,mountain ball cactus,Cactaceae,Pediocactus,Shrub,Perennial,L48(N),,,,,,,,PESIM,USDA PLANTS (public domain)
Pediocactus simpsonii var. robustior,Echinocactus simpsonii var. robustior,mountain ball cactus,Cactaceae,Pediocactus,Shrub,Perennial,L48(N),,,,,,,,PESIR,USDA PLANTS (public domain)
Pediocactus simpsonii var. simpsonii,Echinocactus simpsonii,mountain ball cactus,Cactaceae,Pediocactus,Shrub,Perennial,L48(N),,,,,,,,PESIS,USDA PLANTS (public domain)
Pediocactus winkleri,,Winkler's pincushion cactus,Cactaceae,Pediocactus,Shrub,Perennial,L48(N),,,,,,,,PEWI2,USDA PLANTS (public domain)
Pelargonium ×domesticum,,regal pelargonium,Geraniaceae,Pelargonium,"Shrub, Subshrub",Perennial,L48(I),,,,,,,,PEDO2,USDA PLANTS (public domain)
Pelargonium ×hortorum,,zonal geranium,Geraniaceae,Pelargonium,"Subshrub, Shrub, Forb/herb",Perennial,L48(I),,,,,,,,PEHO2,USDA PLANTS (public domain)
Pelargonium capitatum,,rose scented geranium,Geraniaceae,Pelargonium,"Subshrub, Forb/herb",Perennial,L48(I),,,,,,,,PECA13,USDA PLANTS (public domain)
Pelargonium graveolens,,sweet scented geranium,Geraniaceae,Pelargonium,"Subshrub, Shrub, Forb/herb",Perennial,PR(I),,,,,,,,PEGR11,USDA PLANTS (public domain)
Pelargonium grossularioides,,gooseberry geranium,Geraniaceae,Pelargonium,"Forb/herb, Subshrub",Perennial,L48(I),,,,,,,,PEGR12,USDA PLANTS (public domain)
Pelargonium inodorum,,scentless geranium,Geraniaceae,Pelargonium,"Subshrub, Forb/herb",Annual,L48(I),,,,,,,,PEIN6,USDA PLANTS (public domain)
Pelargonium inquinans,,scarlet geranium,Geraniaceae,Pelargonium,"Forb/herb, Subshrub",Perennial,L48(I),,,,,,,,PEIN7,USDA PLANTS (public domain)
Pelargonium odoratissimum,,apple geranium,Geraniaceae,Pelargonium,"Subshrub, Shrub",Perennial,PR(I),,,,,,,,PEOD,USDA PLANTS (public domain)
Pelargonium panduriforme,,oakleaf garden geranium,Geraniaceae,Pelargonium,"Subshrub, Shrub",Perennial,L48(I),,,,,,,,PEPA52,USDA PLANTS (public domain)
Pelargonium peltatum,,ivyleaf geranium,Geraniaceae,Pelargonium,"Forb/herb, Subshrub, Vine",Perennial,L48(I)PR(I),,,,,,,,PEPE6,USDA PLANTS (public domain)
Pelargonium quercifolium,,oakleaf geranium,Geraniaceae,Pelargonium,"Subshrub, Shrub",Perennial,L48(I),,,,,,,,PEQU5,USDA PLANTS (public domain)
Pelargonium vitifolium,,grapeleaf geranium,Geraniaceae,Pelargonium,"Subshrub, Shrub, Forb/herb",Perennial,L48(I),,,,,,,,PEVI8,USDA PLANTS (public domain)
Pelargonium zonale,,horseshoe geranium,Geraniaceae,Pelargonium,"Subshrub, Forb/herb",Perennial,L48(I)PR(I),,,,,,,,PEZO,USDA PLANTS (public domain)
Peltophorum dubia,,horsebush,Fabaceae,Peltophorum,Tree,Perennial,L48(I),,,,,,,,PEDU3,USDA PLANTS (public domain)
Peltophorum inerme,Peltophorum inermis; Peltophorum pterocarpa; Peltophorum pterocarpum,peltophorum,Fabaceae,Peltophorum,Tree,Perennial,L48(I)PR(I)VI(I),,,,,,,,PEPT3,USDA PLANTS (public domain)
Peniocereus greggii,,nightblooming cereus,Cactaceae,Peniocereus,Shrub,Perennial,L48(N),,,,,,,,PEGR3,USDA PLANTS (public domain)
Peniocereus greggii var. greggii,Cereus greggii,nightblooming cereus,Cactaceae,Peniocereus,Shrub,Perennial,L48(N),,,,,,,,PEGRG,USDA PLANTS (public domain)
Peniocereus greggii var. transmontanus,Cereus greggii var. transmontanus,nightblooming cereus,Cactaceae,Peniocereus,Shrub,Perennial,L48(N),,,,,,,,PEGRT,USDA PLANTS (public domain)
Peniocereus striatus,Cereus diguetii; Cereus striatus; Wilcoxia striata; Wilcoxia diguetii; Neoevansia striata,gearstem cactus,Cactaceae,Peniocereus,Shrub,Perennial,L48(N),,,,,,,,PEST11,USDA PLANTS (public domain)
Penstemon ×parishii,,beardtongue,Scrophulariaceae,Penstemon,"Subshrub, Shrub",Perennial,L48(N),,,,,,,,PEPA10,USDA PLANTS (public domain)
Penstemon abietinus,,firleaf beardtongue,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N),,,,,,,,PEAB,USDA PLANTS (public domain)
Penstemon acaulis,,stemless beardtongue,Scrophulariaceae,Penstemon,"Forb/herb, Subshrub",Perennial,L48(N),,,,,,,,PEAC3,USDA PLANTS (public domain)
Penstemon albertinus,,Alberta beardtongue,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N)CAN(N),2.0,No,Blue,Summer,Low,Intermediate,Short,PEAL11,USDA PLANTS (public domain)
Penstemon ambiguus,,gilia beardtongue,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N),,,,,,,,PEAM,USDA PLANTS (public domain)
Penstemon ambiguus var. ambiguus,Leiostemon ambiguus,gilia beardtongue,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N),,,,,,,,PEAMA,USDA PLANTS (public domain)
Penstemon ambiguus var. laevissimus,Penstemon ambiguus ssp. laevissimus,pink plains beardtongue,Scrophulariaceae,Penstemon,"Forb/herb, Subshrub",Perennial,L48(N),,,,,,,,PEAML2,USDA PLANTS (public domain)
Penstemon angustifolius,,broadbeard beardtongue,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N),3.0,No,White,Spring,High,Intolerant,Short,PEAN4,USDA PLANTS (public domain)
Penstemon angustifolius var. angustifolius,,broadbeard beardtongue,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N),,,,,,,,PEANA2,USDA PLANTS (public domain)
Penstemon caudatus,Penstemon angustifolius var. caudatus; Penstemon angustifolius ssp. caudatus,broadbeard beardtongue,Scrophulariaceae,Penstemon,"Forb/herb, Subshrub",Perennial,L48(N),,,,,,,,PEANC,USDA PLANTS (public domain)
Penstemon angustifolius var. dulcis,,broadbeard beardtongue,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N),,,,,,,,PEAND,USDA PLANTS (public domain)
Penstemon venosus,Penstemon angustifolius var. venosus; Penstemon angustifolius ssp. venosus,broadbeard beardtongue,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N),,,,,,,,PEANV,USDA PLANTS (public domain)
Penstemon angustifolius var. vernalensis,,broadbeard beardtongue,Scrophulariaceae,Penstemon,"Forb/herb, Subshrub",Perennial,L48(N),,,,,,,,PEANV2,USDA PLANTS (public domain)
Penstemon maguirei,Penstemon arenarius,Nevada sanddune beardtongue,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N),,,,,,,,PEAR3,USDA PLANTS (public domain)
Penstemon attenuatus,,sulphur penstemon,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N),,,,,,,,PEAT3,USDA PLANTS (public domain)
Penstemon attenuatus var. attenuatus,,sulphur penstemon,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N),,,,,,,,PEATA2,USDA PLANTS (public domain)
Penstemon assurgens,Penstemon attenuatus var. militaris; Penstemon attenuatus ssp. militaris,South Idaho penstemon,Scrophulariaceae,Penstemon,"Forb/herb, Subshrub",Perennial,L48(N),,,,,,,,PEATM2,USDA PLANTS (public domain)
Penstemon attenuatus var. palustris,Penstemon attenuatus ssp. palustris,sulphur beardtongue,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N),,,,,,,,PEATP4,USDA PLANTS (public domain)
Penstemon attenuatus var. pseudoprocerus,Penstemon attenuatus ssp. pseudoprocerus,small penstemon,Scrophulariaceae,Penstemon,"Forb/herb, Subshrub",Perennial,L48(N),,,,,,,,PEATP5,USDA PLANTS (public domain)
Penstemon auriberbis,,Colorado beardtongue,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N),,,,,,,,PEAU2,USDA PLANTS (public domain)
Penstemon azureus,,azure penstemon,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N),,,,,,,,PEAZ,USDA PLANTS (public domain)
Penstemon azureus ssp. angustissimus,Penstemon azureus var. angustissimus,azure penstemon,Scrophulariaceae,Penstemon,"Forb/herb, Subshrub",Perennial,L48(N),,,,,,,,PEAZA,USDA PLANTS (public domain)
Penstemon parvulus,Penstemon azureus ssp. azureus; Penstemon azureus var. azureus; Penstemon azureus var. parvulus,azure penstemon,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N),,,,,,,,PEAZA2,USDA PLANTS (public domain)
Penstemon baccharifolius,,baccharisleaf beardtongue,Scrophulariaceae,Penstemon,Subshrub,Perennial,L48(N),,,,,,,,PEBA,USDA PLANTS (public domain)
Penstemon barrettiae,,Barrett's beardtongue,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N),,,,,,,,PEBA7,USDA PLANTS (public domain)
Penstemon buckleyi,,Buckley's beardtongue,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N),,,,,,,,PEBU,USDA PLANTS (public domain)
Penstemon caesius,,San Bernardino beardtongue,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N),,,,,,,,PECA3,USDA PLANTS (public domain)
Penstemon caespitosus,,mat penstemon,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N),,,,,,,,PECA4,USDA PLANTS (public domain)
Penstemon caespitosus var. caespitosus,,mat penstemon,Scrophulariaceae,Penstemon,"Forb/herb, Subshrub",Perennial,L48(N),,,,,,,,PECAC4,USDA PLANTS (public domain)
Penstemon caespitosus var. desertipicti,Penstemon caespitosus ssp. desertipicti,mat penstemon,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N),,,,,,,,PECAD2,USDA PLANTS (public domain)
Penstemon caespitosus var. perbrevis,Penstemon caespitosus ssp. perbrevis,mat penstemon,Scrophulariaceae,Penstemon,"Forb/herb, Subshrub",Perennial,L48(N),,,,,,,,PECAP2,USDA PLANTS (public domain)
Penstemon californicus,,California penstemon,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N),,,,,,,,PECA6,USDA PLANTS (public domain)
Penstemon campanulatus,Penstemon campanulatus f. pulchellus,bellflower beardtongue,Scrophulariaceae,Penstemon,"Subshrub, Shrub, Forb/herb",Perennial,,,,,,,,,PECA80,USDA PLANTS (public domain)
Penstemon cardwellii,,Cardwell's beardtongue,Scrophulariaceae,Penstemon,"Subshrub, Shrub, Forb/herb",Perennial,L48(N),,,,,,,,PECA16,USDA PLANTS (public domain)
Penstemon centranthifolius,,scarlet bugler,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N),,,,,,,,PECE2,USDA PLANTS (public domain)
Penstemon cinicola,,ash penstemon,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N),,,,,,,,PECI2,USDA PLANTS (public domain)
Penstemon clevelandii,,Cleveland's beardtongue,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N),,,,,,,,PECL,USDA PLANTS (public domain)
Penstemon clevelandii ssp. clevelandii,Penstemon clevelandii var. clevelandii,Cleveland's beardtongue,Scrophulariaceae,Penstemon,"Forb/herb, Subshrub",Perennial,L48(N),,,,,,,,PECLC5,USDA PLANTS (public domain)
Penstemon clevelandii ssp. connatus,Penstemon clevelandii var. connatus,San Jacinto beardtongue,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N),,,,,,,,PECLC4,USDA PLANTS (public domain)
Penstemon clevelandii ssp. mohavensis,Penstemon clevelandii var. mohavensis,Cleveland's beardtongue,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N),,,,,,,,PECLM2,USDA PLANTS (public domain)
Penstemon compactus,Penstemon cyananthus ssp. compactus; Penstemon cyananthus var. compactus,compact penstemon,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N),,,,,,,,PECO10,USDA PLANTS (public domain)
Penstemon concinnus,,Tunnel Springs beardtongue,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N),,,,,,,,PECO15,USDA PLANTS (public domain)
Penstemon confertus,,yellow penstemon,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N)CAN(N),2.0,No,Yellow,Mid Summer,Low,Tolerant,Moderate,PECO6,USDA PLANTS (public domain)
Penstemon crandallii,,Crandall's beardtongue,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N),,,,,,,,PECR5,USDA PLANTS (public domain)
Penstemon crandallii ssp. atratus,Penstemon crandallii var. atratus,Crandall's beardtongue,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N),,,,,,,,PECRA,USDA PLANTS (public domain)
Penstemon suffrutescens,Penstemon crandallii ssp. crandallii,Crandall's beardtongue,Scrophulariaceae,Penstemon,"Forb/herb, Subshrub",Perennial,L48(N),,,,,,,,PECRC,USDA PLANTS (public domain)
Penstemon crandallii ssp. glabrescens,,Crandall's beardtongue,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N),,,,,,,,PECRG,USDA PLANTS (public domain)
Penstemon crandallii ssp. procumbens,,Crandall's beardtongue,Scrophulariaceae,Penstemon,"Forb/herb, Subshrub",Perennial,L48(N),,,,,,,,PECRP,USDA PLANTS (public domain)
Penstemon crandallii ssp. taosensis,Penstemon crandallii var. taosensis; Penstemon linarioides ssp. taosensis,Taos penstemon,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N),,,,,,,,PECRT2,USDA PLANTS (public domain)
Penstemon cusickii,,Cusick's beardtongue,Scrophulariaceae,Penstemon,"Forb/herb, Subshrub",Perennial,L48(N),,,,,,,,PECU,USDA PLANTS (public domain)
Penstemon cyaneus,,blue penstemon,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N),,,,,,,,PECY3,USDA PLANTS (public domain)
Penstemon davidsonii,,Davidson's penstemon,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N)CAN(N),,,,,,,,PEDA2,USDA PLANTS (public domain)
Penstemon menziesii ssp. davidsonii,Penstemon menziesii ssp. thompsonii; Penstemon davidsonii var. davidsonii,Davidson's penstemon,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N)CAN(N),,,,,,,,PEDAD,USDA PLANTS (public domain)
Penstemon menziesii,Penstemon davidsonii var. menziesii; Penstemon davidsonii ssp. menziesii,Menzies' penstemon,Scrophulariaceae,Penstemon,"Forb/herb, Subshrub",Perennial,L48(N)CAN(N),,,,,,,,PEDAM2,USDA PLANTS (public domain)
Penstemon davidsonii var. praeteritus,,timberline beardtongue,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N),,,,,,,,PEDAP,USDA PLANTS (public domain)
Penstemon deustus,,scabland penstemon,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N),2.0,No,Yellow,Late Spring,High,Intolerant,Long,PEDE4,USDA PLANTS (public domain)
Penstemon deustus var. deustus,,scabland penstemon,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N),,,,,,,,PEDED2,USDA PLANTS (public domain)
Penstemon deustus ssp. heterander,Penstemon deustus var. heterander; Penstemon deustus var. pedicellatus,scabland penstemon,Scrophulariaceae,Penstemon,"Forb/herb, Subshrub",Perennial,L48(N),,,,,,,,PEDEP,USDA PLANTS (public domain)
Penstemon deustus var. suffrutescens,,scabland penstemon,Scrophulariaceae,Penstemon,"Forb/herb, Subshrub",Perennial,L48(N),,,,,,,,PEDES2,USDA PLANTS (public domain)
Penstemon variabilis,Penstemon deustus var. variabilis; Penstemon deustus ssp. variabilis,scabland penstemon,Scrophulariaceae,Penstemon,"Forb/herb, Subshrub",Perennial,L48(N),,,,,,,,PEDEV2,USDA PLANTS (public domain)
Penstemon diphyllus,Penstemon triphyllus ssp. diphyllus,twoleaf beardtongue,Scrophulariaceae,Penstemon,"Forb/herb, Subshrub",Perennial,L48(N),,,,,,,,PEDI5,USDA PLANTS (public domain)
Penstemon discolor,,Cataiina beardtongue,Scrophulariaceae,Penstemon,Subshrub,Perennial,L48(N),,,,,,,,PEDI6,USDA PLANTS (public domain)
Penstemon distans,,Mt. Tumbull beardtongue,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N),,,,,,,,PEDI10,USDA PLANTS (public domain)
Penstemon dolius,,Jones' beardtongue,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N),,,,,,,,PEDO3,USDA PLANTS (public domain)
Penstemon dolius var. dolius,,Jones' beardtongue,Scrophulariaceae,Penstemon,"Subshrub, Forb/herb",Perennial,L48(N),,,,,,,,PEDOD2,USDA PLANTS (public domain)
Penstemon duchesnensis,Penstemon dolius var. duchesnensis,Duchesne penstemon,Scrophulariaceae,Penstemon,"Forb/herb, Subshrub",Perennial,L48(N),,,,,,,,PEDOD,USDA PLANTS (public domain)
